mqtt_topic,traffic_count,attack_count,attack_rate
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2007/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2440/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1282/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/4067/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/5011/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3076/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2517/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3119/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/1865/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4541/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1862/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2549/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2620/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/606/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3640/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4892/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3903/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4097/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2714/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4701/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/370/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/1763/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/469/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4476/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1602/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2023/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/136/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1679/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4510/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/434/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/1777/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/352/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/3072/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/4068/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4714/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/142/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1538/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1755/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2129/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/801/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/770/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1217/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2597/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1360/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1682/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5873/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1239/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/4013/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2344/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2712/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2495/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2341/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5820/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/5414/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/762/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/8950/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2219/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2334/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1280/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2197/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/3740/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/913/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4696/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5412/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3686/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/204/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/994/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/2554/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/317/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/30/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2686/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2403/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/2333/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/2333/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5290/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2026/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/3706/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1736/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/3014/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2427/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/781/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/300/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1903/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3807/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1073/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2645/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/613/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/946/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2858/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2458/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3870/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3893/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5944/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2121/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2803/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1512/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1878/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9847/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/3144/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4575/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/846/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1174/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/95/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/4771/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1148/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2301/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1833/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/964/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1179/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2098/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3256/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/220/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1759/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/804/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3891/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/2312/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/553/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1774/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5205/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/3080/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/345/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1874/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/262/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/957/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5366/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2094/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/561/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2183/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4887/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/5461/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1890/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/304/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9785/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/3716/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4147/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1662/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1884/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/3087/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3471/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4332/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/872/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/4166/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5221/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/3168/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1742/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/5495/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5404/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3685/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/3580/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/1772/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1720/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4080/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/6000/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3422/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3393/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/157/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/2770/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/747/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/827/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1598/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4310/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1276/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2095/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/184/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/118/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/295/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3320/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3420/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/3752/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2748/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/868/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9290/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4021/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/449/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/90/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4651/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/4340/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4283/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2663/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/2375/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/1057/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/2752/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/545/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/6127/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/1686/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3552/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1225/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4293/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/513/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/896/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/173/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/798/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/991/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4646/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3545/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4019/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4431/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9057/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/936/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3260/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2735/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4998/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3337/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1192/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/2873/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5371/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4700/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3678/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/849/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4711/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/5817/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3539/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/2286/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4672/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/8194/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4788/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3810/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/3312/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/1520/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3206/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2539/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3923/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4929/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1512/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1392/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/5381/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2163/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/707/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2653/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4492/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4375/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3049/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6474/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2185/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9633/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/4085/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/5265/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/3107/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4509/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4187/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/3249/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1799/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3373/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4831/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/268/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2248/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/543/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1573/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4007/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4707/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/472/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/5433/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1524/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1189/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2381/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3987/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4216/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1229/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/740/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/634/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/536/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/108/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2166/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2290/10000,1,1,100.0
